player,season,GP_sum,MIN_sum,FG_accuracy,3P_accuracy,FT_accuracy,points_per_min,overall_shooting_accuracy
Alejandro Konsztatd,2012 - 2013,40,888.0,0.4393,0.4079,0.7143,0.3086,0.4905
Alejandro Konsztatd,2013 - 2014,45,928.2,0.4219,0.3636,0.8704,0.2553,0.483
Alejandro Konsztatd,2014 - 2015,59,1334.2,0.4625,0.4512,0.7857,0.3508,0.5336
Alejandro Konsztatd,2015 - 2016,66,1974.2,0.4322,0.3483,0.7177,0.2639,0.4603
Alejandro Konsztatd,2016 - 2017,56,1543.9,0.4201,0.2868,0.7818,0.2636,0.4593
Alejandro Konsztatd,2017 - 2018,46,1417.0,0.4208,0.3514,0.7215,0.3035,0.4381
Alejandro Konsztatd,2018 - 2019,48,1464.9,0.3675,0.3376,0.7654,0.2451,0.4158
Alejandro Konsztatd,2019 - 2020,24,674.2,0.3826,0.3014,0.7568,0.2433,0.4131
Alejandro Navajas,2016 - 2017,37,814.7,0.4625,0.4045,0.7759,0.3719,0.4961
Alejandro Navajas,2017 - 2018,35,1016.9,0.4464,0.36,0.7292,0.3668,0.4784
Alejandro Pappalardi,2019 - 2020,19,201.4,0.2692,0.2051,0.6667,0.1986,0.268
Alejandro Perez,2015 - 2016,34,905.3,0.3987,0.3023,0.6486,0.4021,0.4178
Alejandro Villanueva,2018 - 2019,39,794.5,0.4487,0.3841,0.6774,0.3575,0.4442
Alejandro Villanueva,2019 - 2020,40,706.3,0.4715,0.3876,0.72,0.4474,0.4604
Alejandro Zilli,2011 - 2012,36,843.2,0.5,nan,0.6494,0.3344,0.5685
Alejandro Zilli,2012 - 2013,46,1041.5,0.6091,0.3333,0.7254,0.3649,0.6543
Alejandro Zilli,2013 - 2014,47,1373.4,0.5781,0.0,0.7692,0.3772,0.6565
Alejandro Zilli,2014 - 2015,55,1536.3,0.6039,nan,0.6651,0.3352,0.6291
Alejandro Zilli,2015 - 2016,51,1421.0,0.6075,0.25,0.7416,0.3603,0.6601
Alejandro Zilli,2017 - 2018,37,887.5,0.6358,nan,0.7849,0.2986,0.6926
Alejandro Zurbriggen,2018 - 2019,43,948.7,0.3906,0.3305,0.8261,0.2393,0.427
Alejandro Zurbriggen,2019 - 2020,26,556.9,0.3846,0.3125,0.7857,0.2837,0.4286
Alejo Montes Cardozo,2013 - 2014,40,989.7,0.3868,0.3276,0.6481,0.2637,0.4044
Alek Radojevic,2002 - 2003,10,207.0,0.5208,nan,0.4615,0.2995,0.5
Alek Rangelov,2018 - 2019,8,170.6,0.371,0.3793,0.8,0.4748,0.4793
Alekos Petroulas,2011 - 2012,18,372.1,0.3731,0.2632,0.5417,0.1962,0.3721
Alekos Petroulas,2012 - 2013,22,567.8,0.3298,0.1395,0.6957,0.2043,0.4126
Aleks Cveticanin,2016 - 2017,28,645.9,0.3446,0.2424,0.8065,0.2524,0.3723
Aleks Maric,2009 - 2010,18,458.9,0.6071,0.0,0.6479,0.5709,0.6232
Aleks Maric,2011 - 2012,22,156.8,0.6735,nan,0.56,0.5102,0.6351
Aleks Maric,2012 - 2013,14,349.0,0.5526,0.0,0.6182,0.4585,0.5706
Aleks Maric,2013 - 2014,23,392.0,0.6024,nan,0.5882,0.3571,0.596
Aleks Maric,2015 - 2016,10,183.6,0.5,nan,0.6207,0.3268,0.5493
Aleks Simeonov,2012 - 2013,27,769.0,0.4639,0.3077,0.7126,0.4395,0.4758
Aleks Simeonov,2014 - 2015,26,724.0,0.4848,0.3137,0.7895,0.4779,0.4977
Aleks Simeonov,2015 - 2016,42,1324.1,0.4555,0.3523,0.744,0.5272,0.4648
Aleks Simeonov,2017 - 2018,35,744.0,0.5041,0.3462,0.6949,0.4449,0.4914
Aleks Simeonov,2019 - 2020,22,376.6,0.54,0.36,0.8966,0.4036,0.5475
Aleksa Avramovic,2014 - 2015,20,308.0,0.5656,0.3,0.8158,0.5779,0.5737
Aleksa Avramovic,2015 - 2016,30,947.0,0.5266,0.3899,0.8503,0.6367,0.5635
Aleksa Avramovic,2016 - 2017,25,370.0,0.3636,0.2319,0.814,0.4405,0.4023
Aleksa Avramovic,2017 - 2018,33,750.0,0.439,0.2985,0.7982,0.5533,0.4746
Aleksa Avramovic,2018 - 2019,47,1235.7,0.4403,0.3527,0.7935,0.6005,0.4776
Aleksa Avramovic,2019 - 2020,21,380.6,0.4098,0.338,0.7778,0.5123,0.427
Aleksa Birovljev,2018 - 2019,25,519.4,0.3274,0.2857,0.7805,0.3851,0.4252
Aleksa Birovljev,2019 - 2020,20,443.6,0.403,0.3261,0.6667,0.3607,0.4093
Aleksa Brbaklic,2016 - 2017,27,506.0,0.3846,0.3023,0.5116,0.2016,0.3955
Aleksa Brbaklic,2018 - 2019,33,594.0,0.4783,0.34,0.5581,0.2912,0.4632
Aleksa Brbaklic,2019 - 2020,18,439.0,0.5085,0.25,0.6667,0.3781,0.5248
Aleksa Cabrilo,2015 - 2016,24,522.0,0.314,0.2667,0.6522,0.2203,0.3291
Aleksa Cabrilo,2019 - 2020,25,696.6,0.4465,0.3269,0.6786,0.4063,0.464
Aleksa Cubic,2019 - 2020,13,164.3,0.3725,0.35,0.5,0.3104,0.3855
Aleksa Ilic,2014 - 2015,11,228.6,0.5493,0.3043,0.4118,0.4024,0.4775
Aleksa Ilic,2017 - 2018,14,225.2,0.5116,0.0,0.5789,0.2442,0.5156
Aleksa Ilic,2019 - 2020,8,115.7,0.6,nan,0.8,0.2766,0.6667
Aleksa Markovic,2019 - 2020,20,372.2,0.5,0.3158,0.4681,0.3063,0.4671
Aleksa Novakovic,2017 - 2018,30,764.2,0.4275,0.3333,0.7581,0.4083,0.4518
Aleksa Novakovic,2018 - 2019,22,734.8,0.4711,0.3486,0.7125,0.4178,0.4855
Aleksa Novakovic,2019 - 2020,25,724.4,0.4609,0.3398,0.6515,0.4003,0.4612
Aleksa Popovic,2011 - 2012,14,268.6,0.4151,0.303,0.8571,0.2457,0.44
Aleksa Popovic,2012 - 2013,14,396.8,0.4206,0.3095,0.4118,0.2772,0.3916
Aleksa Popovic,2013 - 2014,10,280.9,0.4944,0.3023,0.7,0.4094,0.4671
Aleksa Popovic,2014 - 2015,15,281.9,0.4688,0.3846,0.5,0.2625,0.449
Aleksa Solevic,2014 - 2015,34,893.3,0.3932,0.1667,0.7822,0.3582,0.4533
Aleksa Solevic,2015 - 2016,34,886.8,0.3975,0.1852,0.7816,0.3766,0.4449
Aleksa Solevic,2016 - 2017,32,905.2,0.4548,0.1463,0.7239,0.4596,0.5143
Aleksa Solevic,2018 - 2019,32,1039.1,0.4698,0.2963,0.7412,0.5563,0.5233
Aleksa Stepanovic,2019 - 2020,26,683.4,0.5182,0.3056,0.7876,0.496,0.5556
Aleksa Stojanovic,2017 - 2018,36,728.7,0.323,0.3046,0.76,0.2992,0.3412
Aleksa Stojanovic,2018 - 2019,25,525.5,0.3626,0.344,0.7857,0.3539,0.3738
Aleksa Stojanovic,2019 - 2020,16,319.4,0.4,0.3913,0.7778,0.4008,0.449
Aleksa Uskokovic,2018 - 2019,11,270.2,0.451,0.3864,0.9048,0.4737,0.491
Aleksa Zaric,2017 - 2018,36,721.0,0.3865,0.3185,0.7684,0.4397,0.4374
Aleksa Zaric,2018 - 2019,26,628.5,0.3891,0.3247,0.7531,0.4726,0.4304
Aleksa Zaric,2019 - 2020,22,540.0,0.3462,0.2927,0.7321,0.287,0.4104
Aleksandar Andjelkovic,2016 - 2017,33,526.3,0.4381,0.12,0.381,0.2109,0.3779
Aleksandar Andjelkovic,2017 - 2018,29,503.1,0.4167,0.1957,0.4186,0.2524,0.3684
Aleksandar Andjelkovic,2018 - 2019,40,1175.7,0.4691,0.2624,0.5778,0.3343,0.4342
Aleksandar Andjelkovic,2019 - 2020,20,480.4,0.4432,0.2034,0.5424,0.4163,0.415
Aleksandar Andrejevic,2019 - 2020,20,462.1,0.4818,0.0,0.6667,0.3203,0.5398
Aleksandar Aranitovic,2017 - 2018,10,190.8,0.3261,0.2941,0.5,0.1992,0.3333
Aleksandar Beloica,2019 - 2020,26,395.3,0.5462,0.0,0.7031,0.4731,0.58
Aleksandar Bojic,2008 - 2009,29,451.2,0.5,nan,0.6667,0.3103,0.5541
Aleksandar Bursac,2014 - 2015,34,670.0,0.4497,0.2759,0.5556,0.2761,0.4486
Aleksandar Bursac,2015 - 2016,39,603.0,0.5442,0.3333,0.3913,0.3217,0.473
Aleksandar Bursac,2017 - 2018,17,316.9,0.3836,0.0909,0.3077,0.2083,0.314
Aleksandar Bursac,2018 - 2019,13,245.0,0.4578,0.0588,0.6296,0.3837,0.4409
Aleksandar Capin,2002 - 2003,18,576.0,0.4971,0.3836,0.76,0.4167,0.5134
Aleksandar Capin,2003 - 2004,82,2618.8,0.4264,0.3649,0.8597,0.4349,0.4858
Aleksandar Capin,2005 - 2006,30,957.0,0.3935,0.3191,0.8571,0.4493,0.4369
Aleksandar Capin,2006 - 2007,38,684.0,0.4505,0.4412,0.8969,0.4591,0.5561
Aleksandar Capin,2012 - 2013,12,318.0,0.37,0.2128,0.8611,0.3616,0.4262
Aleksandar Crnogora,2011 - 2012,21,442.9,0.32,0.2453,0.75,0.1445,0.303
Aleksandar Cvetkovic,2014 - 2015,27,471.8,0.4387,0.3944,0.8367,0.4345,0.4982
Aleksandar Cvetkovic,2015 - 2016,10,226.0,0.434,0.2571,0.7647,0.3009,0.4286
Aleksandar Cvetkovic,2016 - 2017,24,466.6,0.3662,0.358,0.9118,0.4179,0.4914
Aleksandar Cvetkovic,2017 - 2018,29,489.7,0.4455,0.3016,0.8158,0.2859,0.4703
Aleksandar Cvetkovic,2018 - 2019,32,720.5,0.422,0.3973,0.873,0.4122,0.4801
Aleksandar Cvetkovic,2019 - 2020,12,235.8,0.4247,0.3824,0.878,0.4707,0.5405
Aleksandar Danilovic,2015 - 2016,33,664.4,0.4974,0.4167,0.7742,0.3537,0.5107
Aleksandar Danilovic,2019 - 2020,19,563.7,0.478,0.2759,0.8065,0.5233,0.5117
Aleksandar Davidkov,2014 - 2015,16,298.2,0.3333,0.2,0.625,0.2046,0.3434
Aleksandar Dimitrovski,2011 - 2012,16,437.9,0.4148,0.3524,0.7925,0.4362,0.4608
Aleksandar Dimitrovski,2012 - 2013,24,443.6,0.4299,0.3194,0.75,0.2998,0.4286
Aleksandar Djuric,2003 - 2004,10,207.2,0.4754,0.1111,0.7812,0.4054,0.5392
Aleksandar Djuric,2004 - 2005,59,1484.2,0.5156,0.2979,0.6892,0.3544,0.524
Aleksandar Djuric,2011 - 2012,33,1019.0,0.5012,0.3298,0.7238,0.5554,0.5369
Aleksandar Drakulic,2014 - 2015,22,482.0,0.4778,0.3387,0.7021,0.4689,0.4844
Aleksandar Drakulic,2015 - 2016,25,501.0,0.3822,0.3178,0.8276,0.4072,0.4006
Aleksandar Dyakovski,2011 - 2012,30,846.0,0.4563,0.4231,0.7429,0.3771,0.5147
Aleksandar Dyakovski,2012 - 2013,27,744.0,0.3476,0.307,0.7377,0.2823,0.4006
Aleksandar Glintic,2003 - 2004,11,306.5,0.4935,0.3889,0.8235,0.3622,0.4932
Aleksandar Gruev,2012 - 2013,31,956.3,0.4738,0.3265,0.7337,0.5208,0.5076
Aleksandar Gruev,2018 - 2019,33,807.0,0.4,0.3684,0.8667,0.3705,0.4358
Aleksandar Gruev,2019 - 2020,24,501.0,0.3451,0.2911,0.7143,0.2216,0.3495
Aleksandar Ilkic,2015 - 2016,32,487.0,0.3663,0.3429,0.7797,0.271,0.4872
Aleksandar Ilkic,2016 - 2017,20,387.0,0.3878,0.3333,0.7273,0.2817,0.4494
Aleksandar Ilkic,2017 - 2018,35,823.6,0.4392,0.2817,0.7788,0.4468,0.4958
Aleksandar Ilkic,2018 - 2019,34,880.2,0.4607,0.2603,0.7664,0.3942,0.5011
Aleksandar Ilkic,2019 - 2020,26,703.2,0.4196,0.3023,0.7975,0.3939,0.4704
Aleksandar Ivetic,2015 - 2016,34,774.4,0.4508,0.3898,0.7381,0.3241,0.4646
Aleksandar Jevdic,2004 - 2005,10,296.0,0.4677,0.3333,0.84,0.3041,0.5083
Aleksandar Jevdic,2012 - 2013,16,581.9,0.5,0.473,0.9706,0.354,0.5569
Aleksandar Jovanovski,2019 - 2020,17,196.8,0.3824,0.4583,0.4286,0.2033,0.4154
Aleksandar Kostadinov,2014 - 2015,14,246.4,0.6,nan,0.5,0.1786,0.5652
Aleksandar Kostoski,2011 - 2012,25,770.0,0.4052,0.3139,0.9091,0.4429,0.4696
Aleksandar Kostoski,2012 - 2013,40,1297.4,0.4305,0.3449,0.9091,0.6004,0.4783
Aleksandar Kostoski,2013 - 2014,32,500.9,0.4048,0.3559,0.75,0.2815,0.4306
Aleksandar Kostoski,2014 - 2015,36,1218.4,0.4502,0.3792,0.9029,0.5015,0.4832
Aleksandar Kostoski,2015 - 2016,45,1561.3,0.4386,0.375,0.9,0.4535,0.4559
Aleksandar Kostoski,2017 - 2018,33,926.0,0.4496,0.4422,0.8947,0.4384,0.5081
Aleksandar Kostoski,2018 - 2019,33,988.3,0.4344,0.3602,0.8851,0.4452,0.4681
Aleksandar Kostoski,2019 - 2020,13,321.9,0.3486,0.284,0.7857,0.3417,0.3529
Aleksandar Kuljic,2011 - 2012,21,350.0,0.4815,0.2,0.5833,0.1914,0.494
Aleksandar Langovic,2018 - 2019,29,752.4,0.4597,0.2742,0.7193,0.3349,0.4697
Aleksandar Langovic,2019 - 2020,26,741.0,0.4402,0.2826,0.7589,0.4103,0.5128
Aleksandar Lazic,2016 - 2017,37,916.0,0.44,0.2687,0.6667,0.3319,0.4085
Aleksandar Lazic,2017 - 2018,14,342.9,0.47,0.3043,0.8065,0.3879,0.4859
Aleksandar Lazic,2018 - 2019,28,724.8,0.4696,0.3367,0.7632,0.3836,0.4645
Aleksandar Lazic,2019 - 2020,17,449.8,0.5725,0.3134,0.766,0.478,0.5397
Aleksandar Marelja,2011 - 2012,25,407.0,0.5826,0.1538,0.6667,0.3636,0.5548
Aleksandar Marelja,2012 - 2013,26,678.0,0.589,0.0714,0.6471,0.4602,0.5748
Aleksandar Marelja,2017 - 2018,8,116.1,0.4706,0.2308,0.6154,0.3704,0.45
Aleksandar Marelja,2019 - 2020,36,406.8,0.5926,0.3333,0.6,0.4081,0.5604
Aleksandar Matushev,2018 - 2019,23,361.0,0.4455,0.3953,0.7692,0.3463,0.4578
Aleksandar Matushev,2019 - 2020,14,400.0,0.4783,0.3846,0.7838,0.5075,0.504
Aleksandar Micovic,2012 - 2013,33,613.1,0.4813,0.1622,0.6818,0.3523,0.4701
Aleksandar Milic,2015 - 2016,10,221.2,0.5375,0.2581,1.0,0.4476,0.4828
Aleksandar Miljenovic,2019 - 2020,26,306.2,0.449,0.38,0.6154,0.3756,0.441
Aleksandar Miljkovic,2017 - 2018,24,636.7,0.46,0.2623,0.7361,0.3251,0.4876
Aleksandar Miljkovic,2018 - 2019,34,627.8,0.3593,0.2532,0.7407,0.2867,0.4
Aleksandar Miljkovic,2019 - 2020,21,445.3,0.4167,0.3478,0.6852,0.2987,0.4745
Aleksandar Milov,2017 - 2018,16,249.0,0.3571,0.3103,0.7931,0.2892,0.4561
Aleksandar Milov,2019 - 2020,18,531.0,0.5104,0.4337,0.7467,0.5424,0.5429
Aleksandar Mitrovic,2012 - 2013,25,672.0,0.4611,0.3333,0.8394,0.4777,0.5604
Aleksandar Mitrovic,2013 - 2014,22,474.4,0.3932,0.2549,0.8545,0.3204,0.4753
Aleksandar Mladenovic,2011 - 2012,43,1022.0,0.6905,0.2222,0.5436,0.5528,0.6391
Aleksandar Mladenovic,2012 - 2013,38,772.7,0.6219,0.25,0.5432,0.5138,0.6005
Aleksandar Mladenovic,2013 - 2014,34,983.5,0.6865,0.5,0.5906,0.5226,0.6585
Aleksandar Mladenovic,2014 - 2015,33,744.1,0.6041,0.1667,0.598,0.5591,0.596
Aleksandar Mladenovic,2015 - 2016,31,811.5,0.6242,0.4,0.7374,0.5632,0.6488
Aleksandar Mladenovic,2016 - 2017,31,715.4,0.5933,0.5455,0.7129,0.5535,0.6237
Aleksandar Mladenovic,2017 - 2018,6,129.5,0.5,0.0,0.625,0.4865,0.5342
Aleksandar Nadjfeji,2002 - 2003,10,305.0,0.5645,0.125,0.6809,0.5705,0.5561
Aleksandar Nadjfeji,2003 - 2004,84,2775.4,0.5416,0.3086,0.672,0.4821,0.5571
Aleksandar Nadjfeji,2004 - 2005,52,1681.0,0.5344,0.3243,0.6633,0.4247,0.5466
Aleksandar Nadjfeji,2005 - 2006,82,2203.6,0.5376,0.3226,0.6449,0.472,0.5651
Aleksandar Nadjfeji,2006 - 2007,86,2077.3,0.5508,0.301,0.6042,0.4713,0.5436
Aleksandar Nadjfeji,2008 - 2009,104,1903.7,0.6215,0.2162,0.5246,0.4943,0.5724
Aleksandar Nadjfeji,2009 - 2010,66,1903.6,0.5492,0.3333,0.5455,0.4455,0.5318
Aleksandar Nadjfeji,2014 - 2015,68,1213.2,0.5101,0.3871,0.7123,0.4385,0.5464
Aleksandar Nedic,2018 - 2019,24,479.8,0.3571,0.2708,0.7381,0.321,0.4057
Aleksandar Nedic,2019 - 2020,22,255.8,0.4167,0.4333,0.6364,0.3127,0.4425
Aleksandar Petrovic,2011 - 2012,37,945.0,0.477,0.3436,0.7452,0.5556,0.5065
Aleksandar Petrovic,2015 - 2016,33,837.1,0.476,0.29,0.7398,0.3799,0.5081
Aleksandar Ponjavic,2013 - 2014,28,509.3,0.4228,0.2969,0.75,0.3004,0.4449
Aleksandar Ponjavic,2015 - 2016,16,376.2,0.3423,0.2833,0.8333,0.3004,0.3846
Aleksandar Ponjavic,2019 - 2020,19,482.0,0.373,0.2881,0.6512,0.2884,0.4035
Aleksandar Radukic,2015 - 2016,34,1100.7,0.5556,0.4407,0.7342,0.4633,0.5566
Aleksandar Radukic,2016 - 2017,43,827.1,0.5265,0.3871,0.8293,0.4594,0.5156
Aleksandar Radukic,2017 - 2018,10,213.3,0.4247,0.2619,1.0,0.4126,0.4385
Aleksandar Radukic,2018 - 2019,19,299.4,0.5823,0.3214,0.8462,0.4108,0.5789
Aleksandar Radukic,2019 - 2020,27,857.1,0.4753,0.3443,0.8286,0.5542,0.511
Aleksandar Radulovic,2012 - 2013,13,410.0,0.5338,0.3889,0.8448,0.4829,0.6077
Aleksandar Radulovic,2013 - 2014,22,487.9,0.6349,nan,0.7925,0.414,0.6816
Aleksandar Radulovic,2014 - 2015,8,220.7,0.5843,1.0,0.6897,0.5664,0.6134
Aleksandar Radulovic,2016 - 2017,35,844.0,0.3836,0.3186,0.8727,0.2986,0.4341
Aleksandar Radulovic,2018 - 2019,8,209.3,0.3462,0.3125,0.9032,0.3297,0.5152
Aleksandar Radulovic,2019 - 2020,24,773.8,0.4327,0.3186,0.8713,0.5092,0.4924
Aleksandar Rasic,2005 - 2006,11,212.5,0.35,0.28,1.0,0.2494,0.4699
Aleksandar Rasic,2006 - 2007,16,406.0,0.4,0.3448,0.8169,0.4089,0.5105
Aleksandar Rasic,2008 - 2009,19,410.5,0.3636,0.3529,0.8529,0.324,0.4387
Aleksandar Rasic,2009 - 2010,22,389.3,0.3147,0.299,0.8913,0.411,0.4021
Aleksandar Rasic,2011 - 2012,41,902.6,0.4148,0.3961,0.8649,0.318,0.4476
Aleksandar Rasic,2012 - 2013,16,200.7,0.4444,0.4848,1.0,0.3488,0.4946
Aleksandar Rasic,2013 - 2014,42,950.0,0.4431,0.413,0.7778,0.3347,0.468
Aleksandar Rasic,2014 - 2015,29,766.0,0.4462,0.3945,0.8871,0.3446,0.507
Aleksandar Rasic,2016 - 2017,44,1304.6,0.4879,0.4545,0.8636,0.4438,0.5094
Aleksandar Rasic,2018 - 2019,26,611.0,0.4532,0.4366,0.7714,0.4468,0.4763
Aleksandar Sajkarov,2017 - 2018,31,722.3,0.4865,0.25,0.3793,0.2174,0.4595
Aleksandar Smiljanic,2002 - 2003,13,232.0,0.4459,0.2333,0.7949,0.4483,0.4965
Aleksandar Smiljanic,2004 - 2005,13,247.0,0.4247,0.2857,0.6154,0.3239,0.405
Aleksandar Sokolovic,2014 - 2015,22,604.0,0.4254,0.3478,0.8235,0.351,0.4856
Aleksandar Sokolovic,2015 - 2016,26,505.0,0.4407,0.4074,0.8261,0.4495,0.4901
Aleksandar Sokolovic,2017 - 2018,37,985.5,0.4779,0.313,0.8,0.3572,0.4858
Aleksandar Sokolovic,2018 - 2019,33,970.8,0.5163,0.35,0.8125,0.3574,0.5419
Aleksandar Srajer,2019 - 2020,23,343.9,0.3882,0.25,0.5862,0.3082,0.4371
Aleksandar Stefanovski,2011 - 2012,18,398.3,0.4479,0.3333,0.5185,0.3163,0.4462
Aleksandar Stefanovski,2014 - 2015,17,459.1,0.5188,0.2083,0.5156,0.4552,0.4632
Aleksandar Sterjov,2012 - 2013,41,653.0,0.6063,0.0,0.6019,0.5054,0.5994
Aleksandar Sterjov,2013 - 2014,47,733.5,0.5775,0.3333,0.5526,0.394,0.5685
Aleksandar Sterjov,2015 - 2016,44,734.4,0.5976,0.0,0.6875,0.3118,0.615
Aleksandar Sterjov,2016 - 2017,39,620.7,0.6269,0.0,0.6667,0.3222,0.6304
Aleksandar Sterjov,2017 - 2018,35,648.7,0.6412,0.0,0.7761,0.4162,0.6765
Aleksandar Sterjov,2018 - 2019,39,772.2,0.5395,0.0,0.6667,0.2564,0.5686
Aleksandar Sterjov,2019 - 2020,17,232.5,0.6735,0.0,0.5,0.3312,0.6111
Aleksandar Stoykov,2019 - 2020,12,74.0,0.3125,0.3,0.0,0.1757,0.2963
Aleksandar Sturanovic,2011 - 2012,17,258.4,0.5577,0.4,0.6774,0.3212,0.5806
Aleksandar Todorovic,2014 - 2015,21,468.0,0.506,0.3091,0.8125,0.5342,0.5515
Aleksandar Todorovic,2015 - 2016,45,969.6,0.5,0.4094,0.7959,0.5373,0.5511
Aleksandar Todorovic,2016 - 2017,40,1009.0,0.4752,0.2745,0.8129,0.4767,0.5008
Aleksandar Todorovic,2017 - 2018,11,316.7,0.4962,0.3191,0.7736,0.5873,0.5238
Aleksandar Todorovic,2018 - 2019,32,744.6,0.4835,0.2936,0.8062,0.5372,0.5245
Aleksandar Todorovic,2019 - 2020,24,486.2,0.5437,0.3824,0.8319,0.7075,0.5995
Aleksandar Tomic,2011 - 2012,17,223.9,0.3415,0.2,0.8182,0.1831,0.375
Aleksandar Tomic,2012 - 2013,26,479.5,0.5062,0.3721,0.72,0.2419,0.5034
Aleksandar Tornjanski,2018 - 2019,31,622.1,0.5226,0.2812,0.7234,0.4179,0.5032
Aleksandar Ugrinovski,2012 - 2013,24,727.3,0.4593,0.25,0.7031,0.3479,0.4659
Aleksandar Vasic,2011 - 2012,24,388.0,0.4062,0.2581,0.9091,0.2062,0.4615
Aleksandar Vasic,2012 - 2013,38,978.0,0.4301,0.3421,0.812,0.3896,0.488
Aleksandar Vasic,2013 - 2014,26,855.0,0.3893,0.32,0.8356,0.3567,0.4413
Aleksandar Vasic,2014 - 2015,25,614.2,0.4353,0.3483,0.7895,0.3403,0.4545
Aleksandar Vasic,2016 - 2017,26,930.0,0.4126,0.3605,0.899,0.3914,0.4913
Aleksandar Vasic,2017 - 2018,36,1349.9,0.4412,0.3115,0.8542,0.3778,0.4922
Aleksandar Vasic,2018 - 2019,26,956.0,0.4545,0.3519,0.7808,0.319,0.4854
Aleksandar Vasic,2019 - 2020,22,696.5,0.4107,0.3448,0.9286,0.3345,0.5046
Aleksandar Vasilic,2013 - 2014,21,605.5,0.4384,0.2857,0.6531,0.2841,0.4557
Aleksandar Vasilic,2016 - 2017,25,407.1,0.3889,0.2188,0.5714,0.1941,0.3864
Aleksandar Vezenkov,2013 - 2014,26,724.8,0.4952,0.3853,0.7561,0.3987,0.4916
Aleksandar Vezenkov,2014 - 2015,35,1132.5,0.4792,0.3869,0.775,0.5263,0.506
Aleksandar Vezenkov,2016 - 2017,65,1210.4,0.548,0.4057,0.8452,0.4379,0.5481
Aleksandar Vezenkov,2019 - 2020,26,354.7,0.5484,0.459,0.8077,0.5159,0.5545
Aleksandar Vlahovic,2011 - 2012,36,1168.9,0.5064,0.3361,0.7651,0.4047,0.5368
Aleksandar Vlahovic,2012 - 2013,41,1169.7,0.4596,0.3684,0.7134,0.3599,0.5151
Aleksandar Vlahovic,2016 - 2017,51,1447.8,0.4364,0.3462,0.7739,0.4828,0.4779
Aleksandar Vlahovic,2017 - 2018,39,1021.6,0.4826,0.3767,0.8,0.5296,0.4908
Aleksandar Vlahovic,2018 - 2019,24,700.8,0.4111,0.3372,0.7465,0.3282,0.4629
Aleksandar Vlahovic,2019 - 2020,11,309.4,0.5063,0.4048,0.84,0.3814,0.5342
Aleksandar Vuletic,2014 - 2015,41,1277.2,0.5992,0.3333,0.5702,0.2834,0.5714
Aleksandar Vuletic,2015 - 2016,33,881.9,0.4643,0.2174,0.4444,0.1848,0.4336
Aleksandar Vuletic,2019 - 2020,26,836.0,0.5763,0.4474,0.6667,0.2452,0.5855
Aleksandar Yanev,2012 - 2013,34,531.0,0.3893,0.2985,0.5152,0.2618,0.381
Aleksandar Yanev,2013 - 2014,40,735.2,0.5436,0.3585,0.8667,0.4434,0.5172
Aleksandar Yanev,2014 - 2015,45,1109.3,0.4877,0.3257,0.6398,0.503,0.4825
Aleksandar Yanev,2015 - 2016,23,409.1,0.4762,0.303,0.48,0.4204,0.4286
Aleksandar Yanev,2016 - 2017,16,183.7,0.4565,0.2222,0.5294,0.2994,0.4198
Aleksandar Yanev,2017 - 2018,26,847.0,0.5361,0.3608,0.6761,0.5856,0.549
Aleksandar Yanev,2018 - 2019,46,1298.0,0.5151,0.3561,0.6667,0.4692,0.523
Aleksandar Yanev,2019 - 2020,17,439.0,0.5055,0.2727,0.6842,0.549,0.4885
Aleksandar Zecevic,2003 - 2004,10,284.8,0.3482,0.2041,0.8286,0.4108,0.398
Aleksander Dziewa,2019 - 2020,22,415.6,0.6074,0.2941,0.7167,0.5101,0.6132
Aleksander Lewandowski,2019 - 2020,10,23.2,0.1,0.25,1.0,0.2155,0.25
Aleksander Lichodzijewski,2007 - 2008,10,284.2,0.4231,0.2759,0.7273,0.3167,0.4419
Aleksander Lichodzijewski,2011 - 2012,28,694.9,0.4559,0.381,0.7125,0.4821,0.4843
Aleksander Lichodzijewski,2012 - 2013,30,758.5,0.4008,0.3273,0.6981,0.3731,0.4188
Aleksander Lichodzijewski,2013 - 2014,32,811.0,0.4897,0.3235,0.5634,0.4451,0.4645
Aleksander Lichodzijewski,2014 - 2015,28,784.0,0.4784,0.3544,0.5517,0.3878,0.4643
Aleksander Lichodzijewski,2015 - 2016,36,886.0,0.5299,0.38,0.7,0.3544,0.508
Aleksander Lichodzijewski,2016 - 2017,51,1070.8,0.4696,0.3545,0.4776,0.41,0.4353
Aleksander Lichodzijewski,2017 - 2018,35,673.0,0.4506,0.2903,0.725,0.3952,0.4399
Aleksander Lichodzijewski,2018 - 2019,38,718.0,0.4583,0.3333,0.5417,0.3886,0.4367
Aleksander Lichodzijewski,2019 - 2020,19,434.2,0.3571,0.2632,0.7333,0.3155,0.3833
Aleksander Nesovic,2015 - 2016,42,1145.8,0.4444,0.3333,0.8353,0.4468,0.5233
Aleksander Perka,2019 - 2020,20,367.6,0.466,0.4211,0.6667,0.3428,0.4615
Aleksander Zalucki,2019 - 2020,11,66.1,0.2692,0.2609,0.5,0.3177,0.2745
Aleksandr Anisimov,2010 - 2011,6,125.8,0.4545,0.381,0.0,0.3021,0.3966
Aleksandr Derjavcev,2017 - 2018,38,680.2,0.5104,0.4737,0.7778,0.3867,0.5631
Aleksandr Gogarev,2019 - 2020,14,184.1,0.3333,0.0,0.2727,0.1467,0.3061
